0.000, 0.000, 0.000, 0.000
0.009, 0.014, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.011, 0.014, 0.000, 0.042
0.000, 0.000, 0.000, 0.073
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 1.000, 0.000
0.000, 0.000, 1.000, 0.051
0.023, 0.053, 0.000, 0.026
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.012
0.021, 0.022, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.009, 0.018, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.018, 0.044, 0.000, 0.000
0.003, 0.003, 0.000, 0.008
0.000, 0.000, 0.000, 0.016
0.014, 0.034, 0.000, 0.085
0.010, 0.022, 0.000, 0.000
0.031, 0.044, 0.000, 0.022
0.022, 0.034, 0.000, 0.011
0.000, 0.000, 0.000, 0.000
0.010, 0.023, 0.000, 0.000
0.000, 0.000, 0.000, 0.053
0.010, 0.027, 0.000, 0.000
0.013, 0.017, 0.000, 0.026
0.028, 0.042, 0.000, 0.000
0.000, 0.000, 0.000, 0.048
0.013, 0.040, 0.000, 0.020
0.014, 0.025, 0.000, 0.000
0.000, 0.000, 0.000, 0.074
0.007, 0.017, 0.000, 0.034
0.016, 0.026, 0.000, 0.026
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.006, 0.011, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.008
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.029
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.010, 0.025, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.013, 0.030, 0.000, 0.000
0.000, 0.000, 0.000, 0.020
0.000, 0.000, 0.000, 0.025
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 1.000, 0.019
0.006, 0.008, 0.000, 0.008
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.012
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.014
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.015
0.006, 0.012, 0.000, 0.047
0.000, 0.000, 0.000, 0.067
0.000, 0.000, 0.000, 0.021
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.008, 0.017, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.007, 0.013, 1.000, 0.013
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.022, 0.077, 0.000, 0.077
0.000, 0.000, 0.000, 0.174
0.000, 0.000, 0.000, 0.048
0.000, 0.000, 0.000, 0.000
0.024, 0.063, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 1.000, 0.074
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.038
0.000, 0.000, 0.000, 0.136
0.013, 0.032, 0.000, 0.002
0.000, 0.000, 0.000, 0.000
0.008, 0.013, 0.000, 0.013
0.017, 0.016, 0.000, 0.032
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.057
0.000, 0.000, 0.000, 0.000
0.010, 0.023, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.012, 0.024, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.017, 0.040, 0.000, 0.000
0.000, 0.000, 0.000, 0.125
0.022, 0.032, 0.000, 0.043
0.000, 0.000, 0.000, 0.050
0.000, 0.000, 0.000, 0.000
0.049, 0.089, 0.000, 0.000
0.011, 0.030, 0.000, 0.000
0.010, 0.009, 0.000, 0.009
0.025, 0.063, 0.000, 0.000
0.000, 0.000, 0.000, 0.118
0.000, 0.000, 0.000, 0.000
0.023, 0.059, 0.000, 0.000
0.000, 0.000, 1.000, 0.091
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.083
0.048, 0.034, 0.000, 0.000
0.028, 0.029, 0.000, 0.000
0.000, 0.000, 0.000, 0.050
0.000, 0.000, 0.000, 0.000
0.023, 0.031, 0.000, 0.000
0.057, 0.118, 0.000, 0.000
0.051, 0.044, 0.000, 0.000
0.026, 0.029, 0.000, 0.000
0.065, 0.091, 0.000, 0.000
0.000, 0.000, 0.000, 0.029
0.077, 0.111, 0.000, 0.000
0.000, 0.000, 1.000, 0.026
0.000, 0.000, 0.000, 0.021
0.053, 0.093, 0.000, 0.008
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.017, 0.091, 0.000, 0.182
0.046, 0.069, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.018, 0.027, 0.000, 0.013
0.034, 0.027, 0.000, 0.027
0.000, 0.000, 0.000, 0.042
0.000, 0.000, 0.000, 0.024
0.000, 0.000, 0.000, 0.100
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.056
0.000, 0.000, 0.000, 0.125
0.000, 0.000, 0.000, 0.000
0.016, 0.038, 0.000, 0.038
0.000, 0.000, 0.000, 0.000
0.009, 0.019, 0.000, 0.000
0.000, 0.000, 0.000, 0.030
0.000, 0.000, 0.000, 0.000
0.025, 0.063, 0.000, 0.000
0.000, 0.000, 0.000, 0.000
0.003, 0.015, 0.000, 0.092
0.024, 0.069, 0.000, 0.000
